60;160;Банковская карта UAH;UAH Карта;980;2;1101100111001111111111111111100011111111101001111111010101101101111111111011111010111111100000001101000111000111110011100010000000000011111100111110000001011110110111101110010111101101011010101011011110101111011000000011110000010101001111111111101111111001001100111111111101111010000010000000000000000000000000000000000001
46;233;Т-Банк cash-in RUB;RUB Т-Банк cash-in;643;3;0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
61;62;BAT (BAT);BAT;1002;0;1011111111111111111111111111101110111111111111111111111111111111111111111111111111111111000000001101111111011111111011011110000000000011011111110110100011001111111111101111111111111111111111111111111111111111111110100111101110111111111111111111111111111111111111111111111111111010000000111100111111110111010111111111111110
62;231;Альфа cash-in RUB;RUB Альфа cash-in;643;3;0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
63;148;QIWI RUB;RUB QIWI;643;1;0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
64;236;Русский Стандарт RUB;RUB РусСтандарт;643;3;1111111111111111111111111111101111111111111011111111111111111111111111111111111111111111100000001101101111011111110011111110000000001101111111110000110000101111111111111111111111111111111110101111111111111111111110110111100110010111101011111111111101111101001001111111111111111110000000000000000000000000000000000000000000
65;159;Банковская карта EUR;EUR Карта;978;2;1001100110001111111111111111000011111001101001111111000101100001111111111010100010111111110000000000000110000101110000000010010111000011111111111110010010001111110111111110000111100101011111111111111110101111111110010011100000010101001111111111101101111101111111111111111101111010000010000000000000000000000000000000000000
57;240;Кукуруза RUB;RUB Кукуруза;643;3;1111110111101111111111111111101010111111111001110111110101101111111111111111111110111111100000001000000101000111000010000000000000000000001100000000000000001111010000010000000001000001000000000000100000000000000000000000100000010111101111101111111101111101111110000100000000000000000000000000000000000000000000000000000000
66;266;Kaspi Bank KZT;KZT KaspiBank;398;3;1110100111001111111111111100000011111000001000010111000001000000011101110010100011110100000000001101000111000111110011100000010000001100001100000000010000001111101110111101110111100001111111101010010100100000000000000010100100010101001111111111111101111101001001000000001101100000000000000000000000000000000000000000000000
67;277;WU USD;USD WU;840;4;1000000100000111100011111101100010101100001000000011000000000000100100100000000000100000000000000000000100000100000000000000000000000000000000000000000000001110000000000000000000000001000001000000000000000000000000000000100000010101001001101000100000000000000000000000000000000000000000000000000000000000000000000000000000
68;252;Ощадбанк UAH;UAH Ощадбанк;980;3;1100100111001111111111111111100010111111101000010111000001000000111111111010100010111110100000001101000101000111110010000000010000000000011100000000000000001110110100001100000111000001011000100010011100000000000000000011100000010101001111111111101100000000000000101110001101100000000000000000000000000000000000000000000001
69;189;Банковский счет USD;USD Банк;840;2;1001100110001111110111111111100011111101101000000111000100000000100110101001100010100000000000000100000000000100000000000010000100000001111111111110010000001111110111111110000111100101011111111111111110101111111110010011100000010101001111111111101101111101111111111111111101110010000000100000000000000000000000000000000000
73;4;Wrapped BTC (WBTC);WBTC;1050;0;1011111111111111111111111111101111111111111011111111111111111111111111111111111111111111100010001101101111010111111011111110000000001111111111111110110011001111111111101111111111111111111111101111111111111111111110100111100110111101111111111111111111111111111101111111111111111010000010111000001000000000000000000000000000
70;191;Банковский счет EUR;EUR Банк;978;2;1000100100001111100011111111100010101100001000000011000000000000000000101000000000100000000000000000000100000100000000000010000100000001011111111110010000001111110111111110000111100101011111111111111110101111111110010011100000010101001111111111101101111101111111111111111101110000000000000000000000000000000000000000000000
71;190;Банковский счет RUB;RUB Банк;643;2;1011100110001111111111111111100010111111111001111111111101111111111111111111111110111111000000001000000101000110110000011110000000000000011111110000100000001011111111111111111111111100111110101111111111111111111110110111000110000000000000000000000001010101001001111111111111111110000000000000000000000000000000000000000000
72;120;Neteller USD;USD Neteller;840;1;1000100100001100100011100000000000000000000000000011000000000000000000100000000000000000000011000000000110000100010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
74;116;Paxum USD;USD Paxum;840;1;0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
11;115;Idram AMD;AMD Idram;51;1;0000100000001110101001000000000000000000000000000000000000000000000000000000000000000000000000000000000100001100000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
75;265;ForteBank KZT;KZT ForteBank;398;3;1010100111001111111111111100000011111000001000010111000001000000010101100010100011110100000000001101000111000111110011100000000000001100001100000000010000001110101110111101110111100001111101001010110100000000000000000000100100010101001111101111111100000000000001000000001101100000000000000000000000000000000000000000000000
76;81;NEAR Protocol (NEAR);NEAR;1023;0;1011111111111111111111111111101111111111111011111111111111111111111111111111111111111111100000001101111111011111111011111110000000001011111111111110110011001111111111111111111111111111111111111111111111111111111110100111101110111111111111111111111111111111111111111111111111111010000010111100111111110111010110111111111110
77;280;MoneyGram EUR;EUR MG;978;4;1000000100000101000011111101100010101100001000000001000000000000000000100000000000100000000000000000000000000100000000000000000000000000000000000000000000000100000000000000000000000001000001000000000000000000000000000000100000010101001001101000100000000000000000000000000000000000000000000000000000000000000000000000000000
78;279;MoneyGram USD;USD MG;840;4;1000000100000111100011111101100010101100001000000011000000000000100100100000000000100000000000001000000100000100000000000000000000000000000000000000000000001110000000000000000000000001000001000000000000000000000000000000100000010101001001101000100001000000000000000000000000000000000000000000000000000000000000000000000000
79;237;Авангард RUB;RUB Авангард;643;3;1111111111111111111111111111101111111111111011111111111111111111111111111111111111111111100000001101101111000111110011111110000000001101111111110000110000001111111111111111111111111111111110101111111111111111111110110111100110010111101101111111111101111101111111111111111111111110000000000000000000000000000000000000000000
80;100;PayPal EUR;EUR PayPal;978;1;1000100100001111111111100000000010000001000100000111100101100101111111111111111010000000100000001000000111000000110000000000000000000000000000000000000000001111010000001000000100100000011000000000000000000000000000000000100000010101001111101111111101111101100000111100000000000000000000000000000000000000000000000000000000
81;196;Банковский счет GBP;GBP Банк;826;2;1000000100000101000011111111100010101100001000000001000000000000000000100000000000100000000000000000000000000000000000000010000100000001011111111110010000001111110111111110000111100101011111111111111110101111111110010011100000010101001111111111101101111101111111111111111101110000000000000000000000000000000000000000000000
82;71;Solana (SOL);SOL;1012;0;1111111111111111111111111111101111111111111011111111111111111111111111111111111111111111100010001101111111011111111111111110010000001111111111111110110011001111111111111111111111111111111111111111111111111111111111100111101110111111111111111111111111111111111111111111111111111110000010111100111111111111011110111111111110
83;169;Банковская карта TRY;TRY Карта;949;2;1000100100001110110011111100000011000000001001100111000001000001011100110010100010111111000000000101000000000000110000000000000000000000000000000000000000000100010000000000000000000001000001000000000000000000000000000000100000010101001111101011110100000000000000101111110000000000000000000000000000000000000000000000000000
84;256;Монобанк UAH;UAH Монобанк;980;3;1110100111101111111111111111100010111111101001110111010101101101111111111011111010111111100000001101000110000111110010000000010000000010011100000110000001001110110110101110010111000001111000100010011110100010010000000011100000010101001111111111111110000000000000111111111101101010000000000000000000000000000000000000000001
85;119;Capitalist RUB;RUB Capitalist;643;1;1011111111111111111111111111101111111111011010010111000111000000111111111110100011111111100011001101101111010111110011110010000000001111111100111110010000001111111111111111111111101111111110101111011110100111011000000011100000010101001111101111111101111001001101111111111111111000000010010000000000000000000000000000000000
86;283;UNI USD;USD UNI;840;4;0000000000000000000011011101100010101100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
87;92;Paymer USD;USD Paymer;840;1;0000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000100000100000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
88;104;Volet USD;USD Volet;840;1;1111111111111111111111111111101111111111111010110111111111100111111111111111111111111111110011001111101111111111111011111010010111001111111100111110010000101111111111111111111111101111111111111111111110111111011001000011101000010101011111111111111111111111111111111111111111111010000010110000000000000000000000000000000000
89;287;Наличные USD;USD Наличными;840;5;1011100110011111111111111101000011111111111011111111111111110111111111111111111010111111000000000100000100000100000010000000000000000000001100000100000000000101000000000000000000000001100010000000000010000000010000000000100000010101001000001001010001000101000000000000001001000000000000100000010000000000000000000000000001
90;263;HalykBank KZT;KZT HalykBank;398;3;1010100111001111111111111100000011111000001000010111000001000000001100110010100010110000000000001101000111000111110011000000000000000000001100000000000000001111100000011100000111000001011111101010010100000000000000000010100000010101001111101111111101111101000001000000001100100000000000000000000000000000000000000000000000
91;288;Наличные RUB;RUB Наличными;643;5;1011100110111111111111111111100011111101111111110111101101110111111111111111101010111111000000000000000100000100000010000000000000000000001100000000000000001010000000000000000000000000111100000000100000000000000000000010000000000000000000000000000000000000000000000000001101100000000000100000011000000000000000000000000000
92;290;Наличные UAH;UAH Наличными;980;5;1000000100000101001111100100000010000001000000000001000000000000000010000000000000000000000000000000000000000000000000000000000000000000001000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000
93;1;Bitcoin (BTC);BTC;1050;0;1111111111111111111111111111101111111111111011111111111111111111111111111111111111111111110010111111111111111111111111111110010101001111111111111110110011101111111111111111111111111111111111111111111111111111111111100111111110111111111111111111111111111111111111111111111111111111000011111111111111111111011111111111111111
94;292;Наличные KZT;KZT Наличными;398;5;0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
95;239;Газпромбанк RUB;RUB ГПБ;643;3;1111111111111111111111111111101111111111111011111111111111111111111111111111111111111111100000001101101111011111110011111110000000001101111111111010110010001111111111111111111111111111111110101111111111111111111110110111110110010111101111111111111101111101111111111111111111111110000000000000000000000000000000000000000000
96;91;WebMoney WMX;WMX;1049;1;0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
97;130;Epay EUR;EUR Epay;978;1;1000000110000110000011111101000010111000000000000001000000000000000000000000000000100000110000000101000110000101001000000000010010000010000000000000000000001011010001000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
98;99;PayPal RUB;RUB PayPal;643;1;0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
99;14;Litecoin (LTC);LTC;1048;0;1111111111111111111111111111101111111111111011111111111111111111111111111111111111111111110010001101111111111111111111111110010111001111111111111110110011101111111111111111111111111111111111111111111111111111111111100111111110111111111111111111111111111111111111111111111111111110000010111101111111111111011111111111111110
100;185;Карта UnionPay CNY;CNY UnionPay;156;2;0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
101;273;Revolut GBP;GBP Revolut;826;3;0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
102;192;Банковский счет UAH;UAH Банк;980;2;1000100100001110111011110101000010011000000000000101000000001000110100101010100000110111100000000000000000000000000000000000000000000000010000000110000001000010000000000000010000000000000000000010001110100000000000000010100000010101001001001100000000000000000000000100000001100000000000000000000000000000000000000000000000
103;146;Payoneer USD;USD Payoneer;840;1;1000000100001111111011111111100010111111101000000101000000000000000100100000000000110101000000000101000000000000101000000010000100000001011111111110010000001111110111111110010111100101011111111111111110101111111111010011100000010101001111111111101111111111111111111111111111110000000000101100000000000000000000000000000000
104;59;ICON (ICX);ICX;1033;0;1011111111111111111111111111101110111111111111111111111111111111111111111111111111111111000000001101111111000111110010111110000000001110011111110110110011001111111111111111111111111101111111111111111111111111111110100111101110111111111111111111111111111111111111111111111111111010000000111000010010000110000010100010000100
105;232;Т-Банк RUB;RUB Т-Банк;643;3;1111111111111111111111111111101111111111111111111111111111111111111111111111111111111111100000001101101111011111111011111110000000001111111111111110110010101111111111111111111111111111111110111111111111111111111110110111110110010110111111111111111101111101111111111111111111111110000010100000011000000010000000000000000001
106;10;Ethereum ARBITRUM (ETH);ETH ARB;1045;0;1011111111111111111111111111101110111111111011111111111101111111111111111111111111111111100000001101101111010111001011100010000000001110111100001000010000001111111111111111111111101011111111111111011100100000000000000011101000111111111111111111111111111111111111111111111111110000000000110000000000000000000000000000000000
107;282;ЗК RUB;RUB ЗК;643;4;1000000100000101000011111101100010101100000000000001000000000000000000100000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
108;110;Payeer USD;USD Payeer;840;1;1111111111111111111111111111101111111111111010111111111111101111111111111111111111111111110011001111111111111111111011110010010111001111111100111110010000101111111111111111111111101111111111111111011110111111011001000011111000010111001111111111111111111111111111111111111111111010000010110000000000000000000000000000000000
109;126;NixMoney USD;USD NixMoney;840;1;0000000110000110000011111111100010111000100000000001000000000000000000000000000000100000110000000101000110001111001000000000000011000010000000000000000000001011010001000000000010000000000000000000000000000000000000000000100000010000000001000101000001011101001000000100000000000000000000000000000000000000000000000000000000
110;34;USDC TRC20 (USDC);USDC TRC20;840;0;1001100100001111100111110110000010110000001000010110000100000000000010100000100010110000000000000100000000000100111011100010000000000001111100111100000000001111110111111010011111101101011010111011111110101111011000000011100000010111111111101111110101111101001100111111101101111010000010111000010000000000000000000010000100
111;162;Банковская карта KZT;KZT Карта;398;2;1111100111001111111111111111100011111000001000011111000101100000111111110010100011110100110000001101000111000111110011100000010011001111111100011000010010001111101111111101110111100001111111101011011100100000000000000010100100010101001111111111111101111101001001000000001101101010000010000000000000000000000000000000000000
112;128;Global24 UAH;UAH Global24;980;1;1000000000000101000001000000000000000000000000000001000000000000000000000000000000000000000000000000000100000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000001000000000000000000000000000000000000000000000000000000000000000000
113;194;Банковский счет KZT;KZT Банк;398;2;0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000001000000000000000100000000000000000000000100000000000111101111100000000000000000000000000000000000000000000000000000000000000000000000000000
114;264;Bereke Bank KZT;KZT BerekeBank;398;3;1010100111001111111111111101000011111000001000010111000001000000010101100010100011110100000000001101000111000111110011100000000000001100001100000000010000001110101111111101110111100001111101001010110100000000000000000000100100010101001111101111111100000000000001000000001101100000000000000000000000000000000000000000000000
115;17;Dogecoin (DOGE);DOGE;1047;0;1111111111111111111111111111101111111111111011111111111111111111111111111111111111111111100010001111111111111111111111111110010000001111111111111110110011001111111111111111111111111111111111111111111111111111111111100111101110111111111111111111111111111111111111111111111111111110000010111100111111110111011110111111111110
116;281;ЗК USD;USD ЗК;840;4;1000000100000101000011111101100010101100000000000001000000000000000000100000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
117;111;Payeer RUB;RUB Payeer;643;1;1111111111111111111111111111101110111111111010110111111111101111111111111111111111111111100011001101101111011111110011110000010100001111111100101010010000101111111111111111111111101111111111101111011100100000000000000011110000011111011111111111111101111101101001111111111111111010000010100000000000000000000000000000000000
118;254;ПУМБ UAH;UAH ПУМБ;980;3;1100100111001111111111111111100010111111101001110111010101001101111111111011111010111111100000001101000101000111110010000000010000000000011100000110000001001110110100001100000111000001011000100010011110100000000000000011100000010101001111111111101110000000000000111111001101100000000000000000000000000000000000000000000001
119;201;Банковский счет INR;INR Банк;356;2;1000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
120;105;Volet EUR;EUR Volet;978;1;1111111111111111111111111111101110111111111010110111111111100101111111111111111110111111110011001101101111111111111011110010010011001111111100001110010000101111111111111111111111101111111111111111011100111001010001000011101000010101001111111111111111111111111111111111111111111100000010111000000000000000000000000000000000
121;106;Volet RUB;RUB Volet;643;1;1111111111111111111111111111101110111111111010110111111111101111111111111111111111111111100011001101101111011111110011110000000100001111111100001010010000101111111111111111111111101111111111101111011100100000000000000011100000010101001111111111111101110101001001111111111111110000000000110000000000000000000000000000000000
122;112;Payeer EUR;EUR Payeer;978;1;1011111111111111111111111111101110111111111010110111110111101101111111111111100010111111110011001101101111111111111011110010010111001111111100001010010000101111111111111111111111101111111111111111011100100000000000000011101000010101001111111111111111111111111101111111111111110000000010110000000000000000000000000000000000
123;114;Skrill EUR;EUR Skrill;978;1;1001111110001111111111110111101111110001011100010111100111100101111111111111111010110010100011001101101111000111001011110010000000001101111100111110010000001111111111101111111110101101011010101011011110101111011000000011100000010101001111101111111101111101101100111111111101111010000010000000000000000000000000000000000000
124;55;Verge (XVG);XVG;1030;0;1011111111111111111111111111101110111111111011111111111101111111111111111111111111111111000000000000000111000110000000000000000000000010000100000000100010000101000000001000000010000001000001011110010000000000000000000001100000110111101111101111111101010101010001011001100000000000000000110000000000000000000000000000000000
125;127;NixMoney EUR;EUR NixMoney;978;1;0000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000100001100000000000000010000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
126;11;Ethereum OPTIMISM (ETH);ETH OP;1045;0;1011111111111111111111111111101110111111111011111111111111111111111111111111111111111111100000001101111111010111001011100010000000001110110000000100010000001111111111111111111111101011111111111111011100100000000000000011101000111111111111111111111111111111111111111111111111110000000000110000000000000000000000000000000000
127;149;QIWI KZT;KZT QIWI;398;1;0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
128;95;Perfect Money BTC;BTC PM;1050;1;0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
129;87;Arbitrum (ARB);ARB;1054;0;1011111111111111111111111111101110111111111011111111111111111111111111111111111111111111100000001101111111010111111011110010000000001111111100001110110011001111111111101111111111101111011111111110011110100000000000000011101000111111111111111111111111111111111111111111111111110000000000111000011000000000000000000000000000
130;86;Aptos (APT);APT;1053;0;1111111111111111111111111111101110111111111011111111111101111111111111111111111111111111100000001101111111010111000011100010000000001110100000000100110011001111111111111111111111101011111111111111011110100000000000000011100000111111111111111111111111111111111111111111111111110000000000111000011000000000000000000000000000
131;2;Bitcoin LN (BTC);BTC;1050;0;1010100111001111111111111100000010110000000000010111000001000000011100110100100000111100000000000000000111000111000000000000000000000000000000000000000000001111010000001000000001000001001000010000000000000000000000000000100000010101001111111110111101110101001000000100000000000000000000000000000000000000000000000000000000
132;242;РНКБ RUB;RUB РНКБ;643;3;1111111111111111111111111111101111111111111011111111111111111111111111111111111110111111100000001101101111000111110011111110000000001101111111110000100000001111111111111111111111111111111110101111111111111111111110110111110110010111101111111011111101111101111111111111111111111110000000000000000000000000000000000000000000
